tweet,date
,2020-04-17
plan chose one monday family taking turn choose friday wasnt slot,2020-04-17
upside problem discussing reasoning layer abstraction compounded perception altitude implied judgement higher level equates better lower level equates worse,2020-04-17
quantum tunnelling thinking outside box since physic particled,2020-04-17
yeah umm coughing behaviour time like he definitely list,2020-04-17
colgate thanks suggestion family take turn chose constraint minute length unfortunately ri lecture break constraint said depending long go might take advantage lecture time,2020-04-17
today postlunch lockdown talk entertaining inspiring thoughtprovoking tedx talk mark applebaum mad scientist music,2020-04-17
would,2020-04-17
,2020-04-17
pooh high maintenance christopher robin optional piglet negative eeyore realist kanga compassionate quietly intelligent roo cant kanga without roo tigger social distancing skill rabbit blowhard owl blowhard,2020-04-17
whats free online minicon tomorrow sf dash crime sign go,2020-04-17
app,2020-04-17
kellerman app,2020-04-17
,2020-04-17
larsson,2020-04-16
,2020-04-16
,2020-04-16
,2020-04-16
,2020-04-16
door close alex pick twig poke smallest bird apex pyramid largest one base gently topple arrangement flashfiction,2020-04-16
dont end regretting early technology decision probably overengineered,2020-04-16
cohesion coupling simple characterisation coupling degree interconnectedness part system cohesion degree intraconnectedness part,2020-04-16
look,2020-04-16
today family afterlunch lockdown viewing tedx talk make good life lesson longest study happiness,2020-04-16
,2020-04-16
,2020-04-16
podgorski,2020-04-15
slide streamed talk yesterday lambda keep using letter online slideshare,2020-04-15
,2020-04-15
bridge far dalgaard looked body lying across borderline least one piece flashfiction,2020-04-15
,2020-04-15
definitely depends argument interrelationship identify type common default addressed builder overload record also requires full isnt necessarily best option,2020-04-15
yeah often call magic number average metric citing power law work,2020-04-15
yup aside specific mention reference alan perliss quote,2020-04-15
language support positional parameter named parameter dont solve problem named parameter also dont solve problem simply accommodate bigger definition long sometimes enough sometimes highlight entrenched problem,2020-04-15
,2020-04-15
tdd fun think come sense progress get well almost gamelike quality structure structured turnbased way goal achieve outcome visible also incorporating creativity,2020-04-15
think taboo fun deep seated come outside software development business serious business enjoyment play dont sit comfortably within culture founded productivity simplistic idea success defined term money,2020-04-15
long argument list need em qualifies long depends much distinct argument obvious grouping appears safe assume time youve hit long almost definition,2020-04-15
today family afterlunch talk tenner ted talk paradox efficiency,2020-04-15
,2020-04-15
id suggest either duplicating key comment first entry ie comment get discarded favour second preferred approach give comment null key eg script null start app start reactscripts start,2020-04-15
however adding whole load unused key also valid path protocol name may effective approach,2020-04-15
perhaps perhaps different reason one mind there nothing wrong commenting something like config file dont control content therefore cant rename freely,2020-04-15
beck gee thank contribution,2020-04-15
beck gee,2020-04-15
,2020-04-15
,2020-04-14
three moment defeat today began half past two quarter past five time even acknowledged childrens tv gina filled shortfall supercharged coffee slapstick breakfast flashfiction,2020-04-14
moment technical difficulty new link,2020-04-14
building cohesion programming popular practice appears make little sense bundle exception class single package named exception compiletime constant single header file named constantsh,2020-04-14
today postlunch talk john koenigs tedx talk beautiful new word describe obscure emotion,2020-04-14
,2020-04-14
,2020-04-14
,2020-04-14
,2020-04-14
,2020-04-13
possession mass getting heavy father higgs wagged finger pulpit mr lamb called u fucking sheep back flashfiction,2020-04-13
,2020-04-13
let get cohesive reason thing either put together separated preferably sound useful reason word cohere coherently,2020-04-13
feeling lucky,2020-04-13
ui designer improve ux another weird trick avoid arbitrary constraint character field eg allow dot user name space credit card number theyre part domain programmatically hard address dont constrain,2020-04-13
ui designer improve ux one weird trick certain character allowed field eg prohibiting dot user name space credit card number rather castigating user error message let user know constraint advance,2020-04-13
yes there quite borrowed eg schadenfreude gestalt weltanschauung gedankenexperiment,2020-04-13
,2020-04-13
today postlunch family video viewing andras aratos tedx talk waking memehero,2020-04-13
,2020-04-13
yup back wifi scifi ii coming saturday time dash crime writer adding crimeywimey timeywimey,2020-04-13
thank another tough good start week,2020-04-13
,2020-04-13
,2020-04-12
week instagram,2020-04-12
clarification web developer avoiding state management mean youre functional programming,2020-04-12
thanks indeed,2020-04-11
ua,2020-04-10
practice overlap dependency performance criterion exactly equivalent large,2020-04-10
one programmer unit test anothers integration test unit test test behaviour whose success failure wholly determined correctness test correctness unit test testing unittests,2020-04-10
today family postlunch video chosen carolyn billy collins ted talk everyday moment caught time,2020-04-10
,2020-04-10
first book set approach number richard monsonhaefel twopage item page core content overused number published list obviously trying without obvious,2020-04-10
today family talk viewing ted talk happens reply spam email,2020-04-10
yeah thing dont change,2020-04-09
driving right side code perhaps one interesting thing tdd specificationoriented designcentred role testing employed amount explanation requires term tdd testing,2020-04-09
fahller,2020-04-09
rajniak youre welcome,2020-04-09
,2020-04-08
today family postlunch talk tedx talk six degree,2020-04-08
test knowledge mean test hard write difficulty writing unit test principal demotivator among programmer trying get unit testing causing many get testing learning communication,2020-04-08
rajniak implementing class function consider alternative implementation would give desired semantics doesnt matter impractical alternative youre implementing using help see required,2020-04-08
rajniak couple thing people code review pairingmobbing discussion help spot implementationspecific assumption tracking problem youve past help highlight class assumption might,2020-04-08
program gut let ask whats purpose test test work thats half story biggest challenge code determine whether work determine work mean testing unittests,2020-04-07
today family postlunch talk tedx talk transforming noise music,2020-04-07
software bug learning curve idea learning central position software development metaphor identifies one dominant aspect software development process testing learning developmentlifecycle,2020-04-06
today postlunch talk stephen burt ted talk people need poetry,2020-04-06
,2020-04-06
,2020-04-05
week instagram,2020-04-05
,2020-04-05
internet minute shot past,2020-04-05
,2020-04-05
,2020-04-04
youre welcome thank excellent contribution,2020-04-04
,2020-04-04
,2020-04-04
im beginning wonder rename picturebased captchas based recent experience top two suggestion honest name eyesight test u english test,2020-04-04
whats youve yet signed tomorrow,2020-04-03
seeing wood tree teedy deigh log come conventional answer logfactory work metaphor forest,2020-04-03
,2020-04-03
,2020-04-03
today afterlunch family viewing prescient ted talk next outbreak ready,2020-04-03
cast unto void,2020-04-03
,2020-04-03
pitest yeah peter parker move,2020-04-03
thank daily workout family,2020-04-03
m le day,2020-04-03
,2020-04-03
youtube hey watch lot science math computing music language philosophy amp history video yes youtube perhaps youd like rest good stuff dumbing fox news wtaf thought knew put,2020-04-03
mlbased system like clueless child get stuck reward rut every throw wild guess get wrong lose hope theyve learned anything perhaps theyre naively optimistic maybe theyre pushed,2020-04-03
today family postlunch talk late han roslings insightful ted talk global population growth box box,2020-04-02
,2020-04-02
thats different pinnacle youve described almost exactly opposite quote,2020-04-02
,2020-04-02
way consultant teedy deigh pinnacle achievement master level consultant meaning statement shrouded deep mystery opportunistic ambiguity tenebrous circumlocution consultancy fee,2020-04-02
,2020-04-02
,2020-04-02
hour,2020-04-02
surface objectively experience different there tension work mode pedotextural feedback qualitatively different,2020-04-02
im barefoot kinda person simply bare foot differently work mode nonwork mode distinction subtle nuanced casual observer might miss,2020-04-01
,2020-04-01
jonathanks used far many context true,2020-04-01
think time ive seen raw name used likely ignorance relationship say iter iter rather misguided advice,2020-04-01
zameth eg agatha christie would often write murder mystery without clear idea whod actually done later chapter shed decided murderer would add appropriate setup implicate inversion straight rule,2020-04-01
zameth wouldnt say exactly intent although end result focus eliminating extraneous detail inversion explicitly planting related different way getting effect equifinality,2020-04-01
,2020-04-01
disappointing revealing discovery unexpected contract checking special method,2020-04-01
think helpful writer invert rule going use rifle later novel crucial plot device youd better put wall act james scott bell inverting rifle rule,2020-04-01
remove everything relevance story say first chapter rifle hanging wall second third chapter absolutely must go anton chekhov chekhov gun,2020-04-01
yup using like check least year,2020-04-01
,2020-04-01
today afterlunch video hugely entertaining disturbingly insightful ted talk inside mind master procrastinator,2020-04-01
dysfunctional programming matter teedy deigh pragmatism often another way saying know could better look bit tricky quite frankly cant bothered,2020-04-01
b thing close enough without looking like trying,2020-03-31
teedy deigh writes year always april edition week contains st april,2020-03-31
ex hackina teedy deigh developer dont get work facebook google implementing ai functionality apps probably offer best path disrupting fabric society,2020-03-31
today postlunch talk wonderfully inspiring ted talk reuben margolin sculpting wave wood time,2020-03-31
,2020-03-31
blackandwhite photography isnt,2020-03-30
generally spell lockdown selfisolation,2020-03-30
,2020-03-30
wrestle aggressive unprincipled agile development small teedy deigh wrestle fill important late neglected niche world software development process small team,2020-03-30
indeed,2020-03-30
today postlunch video inspiring ted talk floating city lego house architectural form future,2020-03-30
km km would much north east west netherlands n w,2020-03-30
harvey suggestion think weve got enough get going,2020-03-30
yup smell like floateen point spirit,2020-03-28
youre welcome thank creating,2020-03-28
youre welcome,2020-03-28
follow brilliant piece typography oo,2020-03-28
ok like youre oo space odyssey geek real treat ive finished watching series video film made well worth time part here part,2020-03-28
talk taking next level,2020-03-28
keeping option reserve dont want overload feed much excitement,2020-03-28
week instagram bristol,2020-03-28
,2020-03-28
,2020-03-28
yeah patch first still enjoyable expected,2020-03-28
goto book club next week thing every programmer know,2020-03-27
upside poor abstraction one misleads u either omitting necessary detail including unnecessary detail drowning signal noise abstraction layering dd,2020-03-27
month always fun calendar others,2020-03-27
today afterlunch video v ramachandrans eloquent insightful ted talk clue understanding brain,2020-03-27
winder,2020-03-27
,2020-03-27
five five youre looking structure day bit boost mentally physically strongly recommend,2020-03-27
never argue idiot bring level beat experience george carlin,2020-03-27
,2020-03-27
,2020-03-27
,2020-03-26
went outside swear could hear whole bristol clapping,2020-03-26
,2020-03-26
,2020-03-26
gallardo found lot nonunderstanding many related issue require background epidemiology understand mix wishful thinking distracted thinking understandable given whats happening helped,2020-03-26
legacy reclaiming word built past present want future welcome code welcome human condition legacy code,2020-03-26
today lunch video family superb ted talk city flag may worstdesigned thing youve never noticed,2020-03-26
thanks,2020-03-26
recently wordfriday covidiot gender prejudice grammatical gender sign language race linguistic ability programming bilingualism history alphabet oed sexist language annoying email greeting quaranteens old slang phrase,2020-03-26
youre welcome,2020-03-26
,2020-03-26
joke,2020-03-25
,2020-03-25
updated couple observation suggestion credit tip running online training,2020-03-25
think know everything need know datetime handling almost certainly wrong think dont almost certainly right beentheredonethatwrotetheblog,2020-03-25
law im aware christensens work coinage term yes believe cautious usage observation made consequence innovation macho branding flaunted,2020-03-25
ive updated linkedin piece mention couple time zone countdown consideration thank,2020-03-25
said would still skip using wallclock time session except unless talking term minute past hour everyone time zone time zone participant,2020-03-25
ah joy ambiguity natural language inhead context,2020-03-25
law yet,2020-03-25
c tm struct lttimehgt convention month come along questionable choice java helped push java chose compatible poorly considered convention language wasnt compatible,2020-03-25
name date truth universally acknowledged single programmer possession belief understand date time must want code review java date naming,2020-03-25
,2020-03-25
bad news,2020-03-25
one harmed,2020-03-25
douglas,2020-03-25
youre scared word fuck disruptive word describe tech youve learned something technology word disruptive,2020-03-25
ive never fan term disruptive tech context business bullshit place work mean say surprising bit different find word say mean say thisll fuck thing honest say,2020-03-25
hopefully current situation give people opportunity revisit term use everyday context business politics recalibrate dial hyperbole,2020-03-25
b yes,2020-03-25
suggestion welcome like whole situation going time soon,2020-03-25
today postlunch family video viewing ted talk power introvert,2020-03-25
ran poll java feature people would like get rid guess one,2020-03-25
recently interstitious kubrick made oo pink floyd euroversals chord loop p j orourke einstein beach calm thoreau naming currency bilingualism barbie history upper amp lowercase letter jefferson airplane may sarton,2020-03-25
,2020-03-25
youre welcome,2020-03-25
dmusic,2020-03-25
although didnt load issue found app le stable running four day experienced three occasion fault definitely product o connection used layout felt like prototype stage,2020-03-25
thats good point,2020-03-25
opt apocalypse,2020-03-25
gdpr question,2020-03-25
,2020-03-25
thanks tried didnt find contributed much way working,2020-03-25
,2020-03-25
im sure dont send priority order quite sure,2020-03-24
lowette,2020-03-24
opening couple sentence indeed bit stylistic nightmare rose strong close though,2020-03-24
wanted sleep,2020-03-24
received text message government earlier today message last line couldnt clearer dont vote conservative admire honesty,2020-03-24
nailed,2020-03-24
nice still prefer explicit countdown there le ambiguity chance error odds clock showing time mine either minute time zone hour,2020-03-24
,2020-03-24
,2020-03-24
,2020-03-24
youre welcome,2020-03-24
im everywhere viral fact,2020-03-24
ive written edited added thread post please rt found useful think someone else,2020-03-24
neat bringing control content pace slide command line,2020-03-24
nice,2020-03-24
recently softwarily java giving code good name partial failure large software system heart agile honeywell quantum computing net coding skill linguistic skill apollo lambda calculus,2020-03-24
ooh nice,2020-03-24
he better even case im afraid many mistake make change faster viewer likely able track highlighting dialog box interrupt view code,2020-03-24
uncheck exception practice might work small however obligation scale java checked exception experiment combining control flow type experiment produce result java checkedexceptions,2020-03-24
,2020-03-24
coerced autoboxing,2020-03-24
today family postlunch video ted talk control decision,2020-03-24
,2020-03-24
thanks rt,2020-03-24
,2020-03-24
yes havent hit explored limit would interested know last week enough confounding factor cant sure whether many,2020-03-24
word aim simple example need something complex prepare much possible advance go back later revisit walk youve chance complete,2020-03-24
yes unless example sufficiently simple slow amount autocompletion idefu save happens look distracting people cant tell youre speedy automagic becomes flickering annoyance,2020-03-24
full course may make sense full live coding demo many case especially shorter session conference resist watching someone else coding slowly dull sound,2020-03-24
code simple example code dependency online compiler surprisingly good option depending youre useful participant well eliminates large number setup problemsdifferences,2020-03-24
use create distractionfree editing setup large font size tool different colour work outside ide find sublime right need,2020-03-24
normal development setup likely entirely unsuitable use presenting font size small poor contrast screen cluttered tool buildpipeline filled noisy output see time conference doesnt work either,2020-03-24
couple thought presenting code courseworkshoptalk also apply generally conference talk,2020-03-24
,2020-03-24
law yes exercise good natural break follow different pace different focus control participant,2020-03-24
,2020-03-24
yes start later started time mine finish earlier,2020-03-24
yes much wiped last week control schedule youve done thats way go shorter day much shorter possible although would recommend full hour lunch,2020-03-24
,2020-03-24
thanks,2020-03-24
winder good idea may follow,2020-03-24
also thinking picking section stand alone well extended remixes regular talk almost case conference inhouse talk cut maybe ill series director cut talk,2020-03-24
quite intense im restructuring one day course day course,2020-03-24
,2020-03-24
find find precise,2020-03-24
good timeout believe know book belief knowledge give taking locate case find next break,2020-03-24
may add thread remember specific may use also feel free ask question ill answer best im able offer suggestion,2020-03-24
course workshop suitable online approach suspect something going get better experience far comfortable lecturestyle course eg software architecture coding handson style course eg tdd,2020-03-24
recognise everyone present time even theory present many undoubtedly second screening practice mean recap valuable usual dont schedule critical infoactivity beginning session,2020-03-24
take advantage unique situation easier show web page find useful youre keyboard start go im office home mean refer book grab book show,2020-03-24
use architecture agility course selfreferentially example agility general plan content fixed end participant something go back reflects experience rather generic course,2020-03-24
add extra material pdf update share participant technique use existing workshopscourses update slide photo whiteboard content plus extra link new slide relevant,2020-03-24
interactive exercise awkward careful scripting preparation make sense normally use whiteboard lot switched preparing slide thing would normally write also using stylus screen create handdrawn slide,2020-03-24
worth running separate device canary check people seeing definitely worth second screen share whole screen control app also worth using headset mic,2020-03-24
connection software problem inevitable reschedule accordingly check back people see everythings ok normally tell quick,2020-03-24
client preferred use adobe connect dont peripherally aware product thought legacy product adobe apparently one theyre taking seriously shouldnt either,2020-03-24
stick schedule situational looseness classroom work well take scheduled break fixed duration use countdown timer screen,2020-03-24
course supposed day onsite course converted day online course duration promised would recommend duration day course run day half day kind limit,2020-03-24
last week ran remote training course client went surprisingly well thing went well planning thing went well luck thing went poorly spite planning thing went poorly luck,2020-03-24
another good start day something challenging inbox,2020-03-24
,2020-03-23
pitest,2020-03-23
regret ever borrowed rather copy,2020-03-23
modularity module java story java modularity scattered like piece jigsaw puzzle across time space carefully coded history java module,2020-03-23
give structure day wife suggested lunch table front tv watch quarterhour videotalk something family would enjoy learn today video clifford stolls ted talk call learn,2020-03-23
report,2020-03-23
recently substition anne mcclain neanderthal black hole covid uniformity illusion mar climate change weather control richard feynman whale solar storm svalbard doomsday vault gender prejudice grammatical gender exam revision,2020-03-23
phew family pe joe nice one highly recommended give lockin time structure health,2020-03-23
worry week surprisingly long time moment,2020-03-22
yup one round think first saw couldve somewhere else,2020-03-22
chris know often speak get naming convention im prepared make exception case coatget,2020-03-22
recently fic sxdll starfall detitled smoking video amp text evenfall carbonara look eye marking loss science complexity sex family caravan one parent video amp text,2020-03-22
,2020-03-22
jez said,2020-03-22
meg,2020-03-21
skol thank,2020-03-21
,2020-03-21
would also work chaos disordered club,2020-03-21
,2020-03-21
tumblr page aggregated,2020-03-21
microfiction flash fiction word length,2020-03-21
art music language etc,2020-03-21
software development online culture computing etc,2020-03-21
science technology climate astronomy space travel etc,2020-03-21
stop going stir crazy want diverse source reading watching check tumblr page accumulate curate thing ive read watched done interest,2020-03-21
,2020-03-21
havent reread one year,2020-03-21
oh thought watched didnt youre gonna need another bigger glass,2020-03-21
architecture agility married divorced good friend process considered answer set question project therefore process softwarearchitecture agile,2020-03-20
yes triggered first wave unsubscribes habit ive kept going,2020-03-19
current situation demonstrated effective unsubscription policy recent month inbox filled random covidrelated email site id idea subscribed longer interested one know interested,2020-03-19
use uncertainty driver confronted two option people think important thing make choice design software otherwise softwarearchitecture uncertainty optionsthinking,2020-03-19
,2020-03-19
bjelac,2020-03-19
,2020-03-19
rl thank,2020-03-19
simplicity generality use reuse although well meant many thing designed general purpose often end satisfying purpose softwarearchitecture simplicity reuse,2020-03-18
keep youre roll,2020-03-18
,2020-03-18
ive written three invited four three four case knew author,2020-03-17
rl thank,2020-03-17
architecture journey metaphor describing software lens architecture hide much reveal promise deliver deliver promise softwarearchitecture agile,2020-03-17
,2020-03-17
feeding back feedback normally sound engineer nightmare skilled guitarist make part performance part music software engineer feedback much minefield feedback team teamleadership,2020-03-16
little time declutter meant ive got couple guitarrelated thing sale electro acoustic two pedal couple strap surplus requirement,2020-03-16
,2020-03-16
course,2020-03-16
thanks actually forgotten ever said offbyone meal error writing habit pulling thing without realising weaving old new together create something new,2020-03-16
also used sense oed,2020-03-15
,2020-03-15
yup lot le fact,2020-03-15
reflected,2020-03-15
,2020-03-15
,2020-03-15
coming week ill catching backlog backlog expect couple blog post well rting existing talk story post etc suspect many people need distraction something might well make use already exists,2020-03-15
,2020-03-15
,2020-03-15
,2020-03-15
last weekend conference got write read,2020-03-15
httpjunkie,2020-03-14
,2020-03-14
drug even alcohol cause fundamental ill society looking source trouble shouldnt test people drug test stupidity ignorance greed love power p j orourke,2020-03-14
thanks,2020-03-14
gallardo,2020-03-14
louise thanks organising dylan useful fun,2020-03-13
,2020-03-13
need technical reading matter coming week here blog piece here old article here presentation slide,2020-03-13
yeah,2020-03-13
praying resolve anger issue granted calm compiler peace syntax semantics,2020-03-13
thanks rt,2020-03-13
current situation uncertainty next week flash hand open mic evening bristol cancelled however planning online edition flash hand stay tuned,2020-03-13
thing genuinely dont know responsible state play one book,2020-03-13
wow thats great thanks,2020-03-13
thing yes java book sent production dont know responsible data engineering one im afraid although already got contribution see mixed java one,2020-03-13
thing engineering manager book recently came scrum one next java one also data engineering one pipeline dont know detail state play,2020-03-12
gee,2020-03-12
gee,2020-03-12
,2020-03-12
thank youre welcome,2020-03-12
company want arrange dedicated presentation training done remotely get touch usual lack availability currently obstacle logistics arranging short remote session somewhat easier inperson delivery,2020-03-12
coming weeksmonths case colleague get bored here presentation online youtube vimeo infoq,2020-03-12
case run short reading matter coming week ive updated online,2020-03-12
ok youre developer interested word language youre fb may interested page wordfriday,2020-03-11
herget,2020-03-11
blockchainstructured programming teedy deigh get take pragmatic approach functional programming allowing side effect pragmatic functional programming aka procedural programming,2020-03-11
indeed look fumbled validation many form many error message people send clear programming part solution rather problem,2020-03-11
word developer popular usage word programmer like think indicates skill broader sometimes use apps visit site suspect implies shallower case coding ability part skill set,2020-03-11
,2020-03-10
,2020-03-10
yes think said would couple week,2020-03-09
thank,2020-03-09
thank,2020-03-09
landed late lhr,2020-03-08
magnificent,2020-03-08
,2020-03-08
,2020-03-08
,2020-03-07
,2020-03-07
,2020-03-07
interesting,2020-03-07
,2020-03-07
thank,2020-03-07
week instagram malm frankfurt treppendorf munich bristol,2020-03-07
thank,2020-03-07
im keeping definition done simple achievable,2020-03-07
,2020-03-07
tested live audience theyre still living im calling green,2020-03-07
,2020-03-07
word count word written edited performed scratch le minute warning le minute actually working,2020-03-07
zameth thanks,2020-03-07
yes,2020-03-07
,2020-03-07
ok fun messaged introduced stage asking coming talk say want write flash fiction based word talk read aloud end talk blast,2020-03-07
,2020-03-07
c,2020-03-06
abstraction right way upside,2020-03-06
rebooking appointment confirmed automatic email point dont yet know whether corresponds actual change real booking though,2020-03-06
,2020-03-06
first film well,2020-03-06
yeah insufficient coffee inappropriate parenthesis,2020-03-06
feel like overstretched underfunded,2020-03-06
,2020-03-06
rang passport office learned thing call direction system need work call centre script need work software need work,2020-03-06
read including title,2020-03-06
seems inappropriate time retweet old postapocalyptic drabble mine immune,2020-03-06
,2020-03-06
baa,2020-03-05
smallness world greatness coincidence bumped cph almost standing joke miss airport many time year nice beat odds,2020-03-05
landed cph,2020-03-05
oh thanks autoincorrect noo,2020-03-05
also cumami,2020-03-05
damn im using language becoming one soo,2020-03-05
yeah totally mean youre using yet next big thing along picoservices uncontainers servermoreorless,2020-03-05
im observer need start war,2020-03-05
shaw damn missed opportunity,2020-03-05
sitting business lounge next couple c guy good grief thats clueless bullshit theyre talking business people market covid subject safe,2020-03-05
,2020-03-05
atchis,2020-03-05
predictive design recommend hijacking changing term already meaning,2020-03-05
there lot yagni typical backlog,2020-03-04
yup work queue mechanism prevention work,2020-03-04
,2020-03-04
yup make bad paradigm,2020-03-04
yeah sometimes eventual consistency code couldnt bothered code work case,2020-03-04
schl gentle race perhaps zimmerframe velocity,2020-03-04
cmon know sometimes programming hard really hard,2020-03-04
received text message passport office telling le month left passport apply renew message next message passport office earlier week confirming collection time new passport,2020-03-04
youre going airlock shouldnt take spacesuit yagni,2020-03-04
would telling,2020-03-04
,2020-03-04
,2020-03-04
ydd,2020-03-04
think arrived late yagni already course dont overdo acronym thing require context explanation want compare contrast way memorable draw source,2020-03-04
think way way late yagni providing precise completely uncatchy proper noun phrase wont stick comparison playful acronym human psychology main force work like like,2020-03-04
,2020-03-04
sound like,2020-03-04
clear winner hugely unscientific survey urgni thanks suggestion even folk forgot pronunciation matter,2020-03-04
great talk,2020-03-04
last week wanted compare contrast yagni end scale ie gonna need needed abbreviation yagnis already taken spur moment went yrgni however since wondered going full txtspk urgni preference,2020-03-04
people cautious gathering large group,2020-03-04
really interesting test gauge readability code style use present cant seen easily much supporting explanation required currently back room squinting struggling follow,2020-03-04
,2020-03-04
thinking church encoding genuinely case without conversion ie f x x false b b alpha equivalent ie rename variable without changing semantics might,2020-03-04
without really thinking decided take station eleven read travel last week given circumstance might considered interesting choice btw truly brilliant piece writing pandemic coincidence doomsday overtone aside,2020-03-04
thanks,2020-03-04
apropos conversation yesterday program gut,2020-03-04
forgot equivalence false,2020-03-04
,2020-03-04
,2020-03-04
,2020-03-04
bingham north sfixedintentional,2020-03-04
tfw switch quickly looking code back watching video music theory watching completely misinterpret phrase c theperilsofmultitasking,2020-03-04
,2020-03-04
concurrency yes everything time indeterminately ordered respect everything pick take,2020-03-03
would caution one python broader notion truth merely true,2020-03-03
genius win architect day,2020-03-03
think thats habit crossection experience long feature language ruby one later generation adopt c stronger commitment smaller regular would taken feature algol,2020-03-03
language return statement return condition,2020-03-03
,2020-03-03
,2020-03-03
truth,2020-03-03
seem recall style referred verity stob microsoft soviet style reflecting common window c api usage,2020-03-03
booleantoboolean converter piece code make heavy weather extensive literal truefalse express logical result eg return condition true false better worse condition return true else return false,2020-03-03
one interesting thing running workshop see habit practice code team present scale manifest small verbose coding code duplication asking customerpoetc yak shaving poor test etc,2020-03-03
ill let figure one,2020-03-03
see good definition,2020-03-03
,2020-03-02
case yes try keep definition reasonable length one potential much longer,2020-03-02
,2020-03-02
sold,2020-03-02
good someone blame good youve found candidate guess better get thinking lightning talk need something distract putting together keynote,2020-03-02
reminded penroses emperor new mind really good treatment individual topic many outoftheblue unsupported assertion issue dismissed handwavium ultimately highly speculative outcome,2020-03-02
someone recommended month back read tar pit turn reread long id forgotten id already read frustrating disappointing last time another silver bullet paper,2020-03-02
yup thats exactly muse work muse capricious catlike mew averse herded otherwise controlled influenced,2020-03-02
hold beer,2020-03-01
work art sure regular animal fully appreciate human one might,2020-03-01
week instagram melbourne hong kong,2020-02-29
landed late lhr,2020-02-29
thanks,2020-02-29
tobe youre welcome glad useful,2020-02-29
thing gee,2020-02-28
gee,2020-02-28
thank,2020-02-27
,2020-02-27
flash fiction sweet nothing,2020-02-27
,2020-02-26
,2020-02-26
thing gee youre welcome,2020-02-25
gee youre welcome,2020-02-25
,2020-02-25
thanks,2020-02-25
valeev thing argument consistency may may argument cognitive value used founding principle many case im thinking relationship expectation error proneness security etc see c apis example,2020-02-24
valeev thing happy leave controversial especially optional argued consistent occurrence list partial function reject null yes isnt space explore give topic justice change,2020-02-24
valeev thing optional error indication thats common misunderstanding,2020-02-24
,2020-02-24
work art,2020-02-24
prota easy overlook sentence start end,2020-02-23
molgaard need takt time,2020-02-23
molgaard everyones taktile,2020-02-23
hadnt thanks,2020-02-23
,2020-02-23
molgaard tak,2020-02-23
ah yes remember someone complaining worked unsympathetic touted one frame better default,2020-02-23
pickin oh nice one thanks andy,2020-02-23
however think may talking cross purpose reading doc paper web page,2020-02-23
thats doublespacing stop html markup language rendering engine,2020-02-23
reading doc paper reminded clumsy doublespacing full stop look visually inept practice many taught orthodoxy practice addressed imaginary problem even fixedwidth font reduces readability visual aesthetic,2020-02-23
option change always worth keeping mind,2020-02-23
landed early mel,2020-02-22
flash fiction,2020-02-22
zameth,2020-02-21
zameth cool consider interested,2020-02-21
nice,2020-02-21
think youre thinking assigned goto fullblown feature fortran fortran often compared come,2020-02-21
,2020-02-21
come,2020-02-21
,2020-02-21
,2020-02-21
,2020-02-20
think communication content matter speed sometimes need write often need write le course someone genuinely onefinger typist struggle aspect editorfeed going obstacle,2020-02-20
ill speaking edinburgh science festival april computer say oh,2020-02-20
communicate many reason many different way sometimes whats needed quick facetoface conversation sometimes sketch whiteboard sometimes email sometimes slack etc suspect appropriate communication matter typing speed,2020-02-20
,2020-02-20
im speaking one conference next month bristol keynoting depends,2020-02-20
,2020-02-20
,2020-02-19
modularity module java foreword java module system,2020-02-19
,2020-02-19
icymi last week wordfriday hanlons razor,2020-02-19
see also pataphor,2020-02-19
see also workshop,2020-02-19
,2020-02-19
,2020-02-19
,2020-02-19
,2020-02-18
,2020-02-17
,2020-02-16
,2020-02-16
ereyesterdays wordfriday hanlons razor,2020-02-16
,2020-02-16
public failure software system qualifies,2020-02-16
,2020-02-16
yesterday wordfriday hanlons razor,2020-02-15
,2020-02-15
,2020-02-15
,2020-02-15
today wordfriday hanlons razor,2020-02-15
,2020-02-15
,2020-02-15
thats mentioned click,2020-02-14
landed early lhr,2020-02-14
boarded arn,2020-02-14
wordfriday hanlons razor philosophical razor suggests one never attribute malice adequately explained stupidity incompetence,2020-02-14
smolak outstanding,2020-02-13
schrdingers kevlin,2020-02-13
,2020-02-13
,2020-02-13
unexpected person breakfast area given wrong country bistromathics suggests probability u bumping one another higher one u right country,2020-02-13
,2020-02-12
,2020-02-12
,2020-02-12
eating sleeping walking,2020-02-12
,2020-02-12
last chance buy earlybird ticket upcoming masterclass london talking,2020-02-12
gallardo,2020-02-12
keynoting cotalking gee well plain talking code failure testing java,2020-02-11
ecurrie yes work hk sars trip postponed preparedness response higher expect would case many place visit,2020-02-11
,2020-02-10
mazur,2020-02-09
start end,2020-02-09
landed late arn,2020-02-09
thanks,2020-02-09
online foreword book java module system,2020-02-09
,2020-02-09
,2020-02-09
,2020-02-09
law,2020-02-09
,2020-02-08
valeev making general observation java code specific record feature,2020-02-08
think one interesting side effect java record feature may nudge developer away get prefix noisy unnecessary amp inappropriately imperative wouldnt mourn loss might even reduce incidence set validate check etc,2020-02-08
think first opinion closer truth,2020-02-08
worry,2020-02-08
fp doesnt tend use anemic object us exposed data structure adts depending language,2020-02-08
java trust fp,2020-02-08
,2020-02-08
procedural programming ftw,2020-02-08
,2020-02-08
think one interesting side effect java record feature practice help expose much java code really gettersetteroriented rather objectoriented,2020-02-08
week instagram munich bristol london,2020-02-07
ironic,2020-02-07
